label,text
Eczema,cracking and skin rash with intense itching
Eczema,my main issues are skin rash with intense itching and cracking
Eczema,i am suffering from skin rash with intense itching and cracking
Eczema,symptoms include skin rash with intense itching and cracking
Eczema,i have red scaly patches on skin with severe itching
Eczema,lately i feel red scaly patches on skin with severe itching
Eczema,i am experiencing red scaly patches on skin with severe itching
Eczema,"for the past few days, i have red scaly patches on skin with severe itching"
Eczema,my main issues are red scaly patches on skin with severe itching
Eczema,i am suffering from i have dry irritated skin that is very itchy and flaky
Eczema,i am experiencing i have dry irritated skin that is very itchy and flaky
Eczema,"for the past few days, i have i have dry irritated skin that is very itchy and flaky"
Eczema,symptoms include i have dry irritated skin that is very itchy and flaky
Eczema,my main issues are i have dry irritated skin that is very itchy and flaky
Eczema,flaky and i have dry irritated skin that is very itchy
Eczema,symptoms include itchy rash on arms and behind knees with thickened skin
Eczema,i am experiencing itchy rash on arms and behind knees with thickened skin
Eczema,behind knees with thickened skin and itchy rash on arms
Eczema,i am suffering from itchy rash on arms and behind knees with thickened skin
Eczema,lately i feel chronic skin inflammation with oozing and crusting
Eczema,i am suffering from chronic skin inflammation with oozing and crusting
Eczema,i have chronic skin inflammation with oozing and crusting
Eczema,crusting and chronic skin inflammation with oozing
Eczema,"for the past few days, i have chronic skin inflammation with oozing and crusting"
Eczema,symptoms include chronic skin inflammation with oozing and crusting
Eczema,i have dry skin patches that worsen in cold weather with itching
Eczema,i am suffering from dry skin patches that worsen in cold weather with itching
Eczema,lately i feel dry skin patches that worsen in cold weather with itching
Eczema,"for the past few days, i have dry skin patches that worsen in cold weather with itching"
Eczema,i am experiencing dry skin patches that worsen in cold weather with itching
Eczema,"for the past few days, i have rough bumpy skin with redness and irritation"
Eczema,i have rough bumpy skin with redness and irritation
Eczema,i am experiencing rough bumpy skin with redness and irritation
Eczema,irritation and rough bumpy skin with redness
Eczema,symptoms include rough bumpy skin with redness and irritation
Eczema,my main issues are rough bumpy skin with redness and irritation
Eczema,lately i feel skin condition causing itchiness redness and swelling
Eczema,"for the past few days, i have skin condition causing itchiness redness and swelling"
Eczema,i am experiencing skin condition causing itchiness redness and swelling
Eczema,swelling and skin condition causing itchiness redness
Eczema,i am suffering from skin condition causing itchiness redness and swelling
Eczema,my main issues are skin condition causing itchiness redness and swelling
Eczema,symptoms include skin condition causing itchiness redness and swelling
Eczema,"for the past few days, i have atopic dermatitis with dry cracked and inflamed skin"
Eczema,i am suffering from atopic dermatitis with dry cracked and inflamed skin
Eczema,my main issues are atopic dermatitis with dry cracked and inflamed skin
Eczema,symptoms include atopic dermatitis with dry cracked and inflamed skin
Eczema,inflamed skin and atopic dermatitis with dry cracked
Eczema,i have atopic dermatitis with dry cracked and inflamed skin
Eczema,lately i feel atopic dermatitis with dry cracked and inflamed skin
Eczema,"symptoms include dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,extremely itchy patches of skin on the inside of my elbows and red and behind my knees. and dry
Eczema,"for the past few days, i have dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,"my main issues are dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,red and extremely itchy patches of skin on the inside of my elbows and behind my knees. and dry
Eczema,"lately i feel dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,"i am suffering from dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Eczema,behind my knees. and red and extremely itchy patches of skin on the inside of my elbows and dry
Eczema,behind my knees. and extremely itchy patches of skin on the inside of my elbows and dry and red
Eczema,"i am suffering from skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Eczema,"i have skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Eczema,very itchy and scaly and skin is thick and flares up with stress or certain soaps.
Eczema,flares up with stress or certain soaps. and very itchy and scaly and skin is thick
Eczema,skin is thick and flares up with stress or certain soaps. and scaly and very itchy
Eczema,"my main issues are skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Eczema,"i am experiencing skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Eczema,intensely itchy rash that gets crusty if i scratch it and mainly on my arms/face.
Eczema,"for the past few days, i have intensely itchy rash that gets crusty if i scratch it, mainly on my arms/face."
Eczema,"symptoms include intensely itchy rash that gets crusty if i scratch it, mainly on my arms/face."
Eczema,"i have intensely itchy rash that gets crusty if i scratch it, mainly on my arms/face."
Eczema,mainly on my arms/face. and intensely itchy rash that gets crusty if i scratch it
Eczema,"i am experiencing intensely itchy rash that gets crusty if i scratch it, mainly on my arms/face."
Eczema,i am suffering from chronic dry flaky skin that is inflamed and red.
Eczema,red. and chronic dry flaky skin that is inflamed
Eczema,i have chronic dry flaky skin that is inflamed and red.
Eczema,"for the past few days, i have chronic dry flaky skin that is inflamed and red."
Eczema,my main issues are chronic dry flaky skin that is inflamed and red.
Eczema,i am experiencing chronic dry flaky skin that is inflamed and red.
Eczema,lately i feel chronic dry flaky skin that is inflamed and red.
Psoriasis,symptoms include thick red patches with silvery scales on skin
Psoriasis,lately i feel thick red patches with silvery scales on skin
Psoriasis,"for the past few days, i have thick red patches with silvery scales on skin"
Psoriasis,i have thick red patches with silvery scales on skin
Psoriasis,i have scaly skin patches on elbows and knees with itching
Psoriasis,my main issues are scaly skin patches on elbows and knees with itching
Psoriasis,symptoms include scaly skin patches on elbows and knees with itching
Psoriasis,knees with itching and scaly skin patches on elbows
Psoriasis,i am experiencing raised red lesions covered with white silvery scales
Psoriasis,i am suffering from raised red lesions covered with white silvery scales
Psoriasis,lately i feel raised red lesions covered with white silvery scales
Psoriasis,i have raised red lesions covered with white silvery scales
Psoriasis,symptoms include raised red lesions covered with white silvery scales
Psoriasis,lately i feel i have thick scaly patches on my elbows that itch
Psoriasis,symptoms include i have thick scaly patches on my elbows that itch
Psoriasis,i am experiencing i have thick scaly patches on my elbows that itch
Psoriasis,i have i have thick scaly patches on my elbows that itch
Psoriasis,i am suffering from i have thick scaly patches on my elbows that itch
Psoriasis,"for the past few days, i have skin plaques with silvery flaking on scalp and limbs"
Psoriasis,i am experiencing skin plaques with silvery flaking on scalp and limbs
Psoriasis,symptoms include skin plaques with silvery flaking on scalp and limbs
Psoriasis,limbs and skin plaques with silvery flaking on scalp
Psoriasis,"for the past few days, i have dry cracked skin that may bleed with thick patches"
Psoriasis,symptoms include dry cracked skin that may bleed with thick patches
Psoriasis,i am suffering from dry cracked skin that may bleed with thick patches
Psoriasis,my main issues are dry cracked skin that may bleed with thick patches
Psoriasis,lately i feel dry cracked skin that may bleed with thick patches
Psoriasis,i have dry cracked skin that may bleed with thick patches
Psoriasis,i am experiencing dry cracked skin that may bleed with thick patches
Psoriasis,i have red inflamed skin with thick silvery scales
Psoriasis,"for the past few days, i have red inflamed skin with thick silvery scales"
Psoriasis,i am experiencing red inflamed skin with thick silvery scales
Psoriasis,lately i feel red inflamed skin with thick silvery scales
Psoriasis,i am experiencing chronic skin condition with plaques on knees elbows and scalp
Psoriasis,lately i feel chronic skin condition with plaques on knees elbows and scalp
Psoriasis,i have chronic skin condition with plaques on knees elbows and scalp
Psoriasis,symptoms include chronic skin condition with plaques on knees elbows and scalp
Psoriasis,scalp and chronic skin condition with plaques on knees elbows
Psoriasis,i am experiencing itchy painful skin patches with flaking and redness
Psoriasis,symptoms include itchy painful skin patches with flaking and redness
Psoriasis,"for the past few days, i have itchy painful skin patches with flaking and redness"
Psoriasis,my main issues are itchy painful skin patches with flaking and redness
Psoriasis,redness and itchy painful skin patches with flaking
Psoriasis,lately i feel itchy painful skin patches with flaking and redness
Psoriasis,i have itchy painful skin patches with flaking and redness
Psoriasis,my main issues are autoimmune skin condition causing thick scaly lesions
Psoriasis,i have autoimmune skin condition causing thick scaly lesions
Psoriasis,i am suffering from autoimmune skin condition causing thick scaly lesions
Psoriasis,"for the past few days, i have autoimmune skin condition causing thick scaly lesions"
Psoriasis,symptoms include autoimmune skin condition causing thick scaly lesions
Psoriasis,i am experiencing thick red plaques of skin covered with silvery scales on my elbows and scalp.
Psoriasis,i have thick red plaques of skin covered with silvery scales on my elbows and scalp.
Psoriasis,symptoms include thick red plaques of skin covered with silvery scales on my elbows and scalp.
Psoriasis,"for the past few days, i have thick red plaques of skin covered with silvery scales on my elbows and scalp."
Psoriasis,scalp. and thick red plaques of skin covered with silvery scales on my elbows
Psoriasis,lately i feel thick red plaques of skin covered with silvery scales on my elbows and scalp.
Psoriasis,dry and itchy scaly patches on my knees. and cracked skin that may bleed
Psoriasis,"i am experiencing dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,cracked skin that may bleed and dry and itchy scaly patches on my knees.
Psoriasis,"i am suffering from dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,itchy scaly patches on my knees. and cracked skin that may bleed and dry
Psoriasis,"my main issues are dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,"lately i feel dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,"symptoms include dry, cracked skin that may bleed, itchy scaly patches on my knees."
Psoriasis,"i am suffering from silvery scales on my skin, pitted nails, and stiff joints."
Psoriasis,silvery scales on my skin and stiff joints. and pitted nails
Psoriasis,stiff joints. and silvery scales on my skin and pitted nails
Psoriasis,silvery scales on my skin and pitted nails and stiff joints.
Psoriasis,"my main issues are silvery scales on my skin, pitted nails, and stiff joints."
Psoriasis,stiff joints. and pitted nails and silvery scales on my skin
Psoriasis,"lately i feel silvery scales on my skin, pitted nails, and stiff joints."
Psoriasis,"my main issues are raised, red, scaly patches that sting and itch heavily on my back/scalp."
Psoriasis,"for the past few days, i have raised, red, scaly patches that sting and itch heavily on my back/scalp."
Psoriasis,"i have raised, red, scaly patches that sting and itch heavily on my back/scalp."
Psoriasis,scaly patches that sting and raised and itch heavily on my back/scalp. and red
Psoriasis,"i am suffering from raised, red, scaly patches that sting and itch heavily on my back/scalp."
Psoriasis,"lately i feel raised, red, scaly patches that sting and itch heavily on my back/scalp."
Psoriasis,itch heavily on my back/scalp. and scaly patches that sting and raised and red
Kidney Stones,severe flank pain radiating to groin with want to vomit
Kidney Stones,i am suffering from severe flank pain radiating to groin with nausea
Kidney Stones,i have severe flank pain radiating to groin with nausea
Kidney Stones,symptoms include severe flank pain radiating to groin with nausea
Kidney Stones,severe flank pain radiating to groin with feeling sick
Kidney Stones,my main issues are severe flank pain radiating to groin with nausea
Kidney Stones,lately i feel sharp pain in lower back and side with blood in urine
Kidney Stones,side with blood in urine and sharp pain in lower back
Kidney Stones,"for the past few days, i have sharp pain in lower back and side with blood in urine"
Kidney Stones,i have sharp pain in lower back and side with blood in urine
Kidney Stones,symptoms include sharp pain in lower back and side with blood in urine
Kidney Stones,i am experiencing sharp pain in lower back and side with blood in urine
Kidney Stones,symptoms include excruciating pain that comes in waves with urinary urgency
Kidney Stones,"for the past few days, i have excruciating pain that comes in waves with urinary urgency"
Kidney Stones,my main issues are excruciating pain that comes in waves with urinary urgency
Kidney Stones,i have excruciating pain that comes in waves with urinary urgency
Kidney Stones,i am experiencing excruciating pain that comes in waves with urinary urgency
Kidney Stones,i am experiencing i have terrible pain in my side that comes and goes with bloody urine
Kidney Stones,goes with bloody urine and i have terrible pain in my side that comes
Kidney Stones,my main issues are i have terrible pain in my side that comes and goes with bloody urine
Kidney Stones,"for the past few days, i have i have terrible pain in my side that comes and goes with bloody urine"
Kidney Stones,i have i have terrible pain in my side that comes and goes with bloody urine
Kidney Stones,lately i feel i have terrible pain in my side that comes and goes with bloody urine
Kidney Stones,my main issues are renal colic with nausea vomiting and painful urination
Kidney Stones,renal colic with feeling sick vomiting and painful urination
Kidney Stones,i am suffering from renal colic with nausea vomiting and painful urination
Kidney Stones,symptoms include renal colic with nausea vomiting and painful urination
Kidney Stones,"for the past few days, i have renal colic with nausea vomiting and painful urination"
Kidney Stones,lately i feel renal colic with nausea vomiting and painful urination
Kidney Stones,renal colic with want to vomit vomiting and painful urination
Kidney Stones,painful urination and renal colic with nausea vomiting
Kidney Stones,groin and sudden severe pain in back radiating to abdomen
Kidney Stones,i am experiencing sudden severe pain in back radiating to abdomen and groin
Kidney Stones,lately i feel sudden severe pain in back radiating to abdomen and groin
Kidney Stones,symptoms include sudden severe pain in back radiating to abdomen and groin
Kidney Stones,i am suffering from sudden severe pain in back radiating to abdomen and groin
Kidney Stones,i have sudden severe pain in back radiating to abdomen and groin
Kidney Stones,my main issues are sudden severe pain in back radiating to abdomen and groin
Kidney Stones,symptoms include sharp cramping pain in flank with pink or red urine
Kidney Stones,i am suffering from sharp cramping pain in flank with pink or red urine
Kidney Stones,i have sharp cramping pain in flank with pink or red urine
Kidney Stones,"for the past few days, i have sharp cramping pain in flank with pink or red urine"
Kidney Stones,lately i feel sharp cramping pain in flank with pink or red urine
Kidney Stones,i have intense pain in lower back with difficulty urinating
Kidney Stones,my main issues are intense pain in lower back with difficulty urinating
Kidney Stones,"for the past few days, i have intense pain in lower back with difficulty urinating"
Kidney Stones,i am suffering from intense pain in lower back with difficulty urinating
Kidney Stones,i am experiencing intense pain in lower back with difficulty urinating
Kidney Stones,i am suffering from severe side pain with nausea and cloudy smelly urine
Kidney Stones,severe side pain with want to vomit and cloudy smelly urine
Kidney Stones,cloudy smelly urine and severe side pain with nausea
Kidney Stones,i am experiencing severe side pain with nausea and cloudy smelly urine
Kidney Stones,severe side pain with feeling sick and cloudy smelly urine
Kidney Stones,"for the past few days, i have severe side pain with nausea and cloudy smelly urine"
Kidney Stones,frequent urination and colicky pain with hematuria
Kidney Stones,i am suffering from colicky pain with hematuria and frequent urination
Kidney Stones,symptoms include colicky pain with hematuria and frequent urination
Kidney Stones,i am experiencing colicky pain with hematuria and frequent urination
Kidney Stones,the most severe and sharp pain in my side/back radiating down to my groin. urine is pink.
Kidney Stones,"symptoms include the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,"i am experiencing the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,sharp pain in my side/back radiating down to my groin. urine is pink. and the most severe
Kidney Stones,"my main issues are the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,"for the past few days, i have the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,"i have the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Kidney Stones,"my main issues are excruciating flank pain coming in waves, nausea, and blood in urine."
Kidney Stones,blood in urine. and excruciating flank pain coming in waves and nausea
Kidney Stones,excruciating flank pain coming in waves and nausea and blood in urine.
Kidney Stones,nausea and blood in urine. and excruciating flank pain coming in waves
Kidney Stones,excruciating flank pain coming in waves and blood in urine. and nausea
Kidney Stones,"excruciating flank pain coming in waves, feeling sick, and blood in urine."
Kidney Stones,"i am experiencing excruciating flank pain coming in waves, nausea, and blood in urine."
Kidney Stones,nausea and excruciating flank pain coming in waves and blood in urine.
Kidney Stones,"excruciating flank pain coming in waves, want to vomit, and blood in urine."
Kidney Stones,frequent urge to urinate but it hurts. and sides and incredible pain in lower back
Kidney Stones,sides and frequent urge to urinate but it hurts. and incredible pain in lower back
Kidney Stones,incredible pain in lower back and sides and frequent urge to urinate but it hurts.
Kidney Stones,"i am experiencing incredible pain in lower back and sides, frequent urge to urinate but it hurts."
Kidney Stones,incredible pain in lower back and frequent urge to urinate but it hurts. and sides
Kidney Stones,"symptoms include incredible pain in lower back and sides, frequent urge to urinate but it hurts."
Kidney Stones,sides and incredible pain in lower back and frequent urge to urinate but it hurts.
Kidney Stones,frequent urge to urinate but it hurts. and incredible pain in lower back and sides
Kidney Stones,"for the past few days, i have incredible pain in lower back and sides, frequent urge to urinate but it hurts."
Kidney Stones,agonizing pain in the right kidney area and throwing up from the pain.
Kidney Stones,"my main issues are agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,"i am suffering from agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,"symptoms include agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,"for the past few days, i have agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,throwing up from the pain. and agonizing pain in the right kidney area
Kidney Stones,"i have agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,"lately i feel agonizing pain in the right kidney area, throwing up from the pain."
Kidney Stones,"i am experiencing agonizing pain in the right kidney area, throwing up from the pain."
Appendicitis,lately i feel sharp pain in lower right abdomen with nausea and fever
Appendicitis,"for the past few days, i have sharp pain in lower right abdomen with nausea and fever"
Appendicitis,sharp pain in lower right abdomen with feeling sick and running a temperature
Appendicitis,sharp pain in lower right abdomen with want to vomit and high temperature
Appendicitis,sharp pain in lower right abdomen with want to vomit and running a temperature
Appendicitis,sharp pain in lower right abdomen with feeling sick and high temperature
Appendicitis,fever and sharp pain in lower right abdomen with nausea
Appendicitis,i have pain starting around navel moving to right lower side
Appendicitis,i am suffering from pain starting around navel moving to right lower side
Appendicitis,"for the past few days, i have pain starting around navel moving to right lower side"
Appendicitis,i have sudden abdominal pain that gets worse with movement
Appendicitis,i am experiencing sudden abdominal pain that gets worse with movement
Appendicitis,symptoms include sudden abdominal pain that gets worse with movement
Appendicitis,lately i feel sudden abdominal pain that gets worse with movement
Appendicitis,i am suffering from i have severe pain in my lower right belly with nausea
Appendicitis,i have severe pain in my lower right belly with want to vomit
Appendicitis,"for the past few days, i have i have severe pain in my lower right belly with nausea"
Appendicitis,i have severe pain in my lower right belly with feeling sick
Appendicitis,symptoms include i have severe pain in my lower right belly with nausea
Appendicitis,i have i have severe pain in my lower right belly with nausea
Appendicitis,i am experiencing right sided abdominal pain with loss of appetite and fever
Appendicitis,right sided abdominal pain with loss of appetite and high temperature
Appendicitis,fever and right sided abdominal pain with loss of appetite
Appendicitis,lately i feel right sided abdominal pain with loss of appetite and fever
Appendicitis,i am suffering from right sided abdominal pain with loss of appetite and fever
Appendicitis,symptoms include right sided abdominal pain with loss of appetite and fever
Appendicitis,"for the past few days, i have sharp pain in right lower quadrant with vomiting"
Appendicitis,i am suffering from sharp pain in right lower quadrant with vomiting
Appendicitis,symptoms include sharp pain in right lower quadrant with vomiting
Appendicitis,lately i feel sharp pain in right lower quadrant with vomiting
Appendicitis,i have sharp pain in right lower quadrant with vomiting
Appendicitis,abdominal tenderness high temperature and pain worse when walking
Appendicitis,my main issues are abdominal tenderness fever and pain worse when walking
Appendicitis,lately i feel abdominal tenderness fever and pain worse when walking
Appendicitis,i have abdominal tenderness fever and pain worse when walking
Appendicitis,pain worse when walking and abdominal tenderness fever
Appendicitis,abdominal tenderness running a temperature and pain worse when walking
Appendicitis,"for the past few days, i have abdominal tenderness fever and pain worse when walking"
Appendicitis,i am experiencing abdominal tenderness fever and pain worse when walking
Appendicitis,i am suffering from abdominal tenderness fever and pain worse when walking
Appendicitis,my main issues are pain around belly button that shifted to lower right with nausea
Appendicitis,symptoms include pain around belly button that shifted to lower right with nausea
Appendicitis,i am experiencing pain around belly button that shifted to lower right with nausea
Appendicitis,pain around belly button that shifted to lower right with want to vomit
Appendicitis,"for the past few days, i have pain around belly button that shifted to lower right with nausea"
Appendicitis,lately i feel pain around belly button that shifted to lower right with nausea
Appendicitis,i have pain around belly button that shifted to lower right with nausea
Appendicitis,pain around belly button that shifted to lower right with feeling sick
Appendicitis,i have intense right sided abdominal pain with constipation or diarrhea
Appendicitis,"for the past few days, i have intense right sided abdominal pain with constipation or diarrhea"
Appendicitis,lately i feel intense right sided abdominal pain with constipation or diarrhea
Appendicitis,my main issues are intense right sided abdominal pain with constipation or diarrhea
Appendicitis,i am suffering from intense right sided abdominal pain with constipation or diarrhea
Appendicitis,i have sudden onset lower right abdominal pain with rebound tenderness
Appendicitis,i am experiencing sudden onset lower right abdominal pain with rebound tenderness
Appendicitis,"for the past few days, i have sudden onset lower right abdominal pain with rebound tenderness"
Appendicitis,symptoms include sudden onset lower right abdominal pain with rebound tenderness
Appendicitis,my main issues are sudden onset lower right abdominal pain with rebound tenderness
Appendicitis,i am suffering from sudden onset lower right abdominal pain with rebound tenderness
Appendicitis,my main issues are sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,"for the past few days, i have sharp sudden pain that started around my belly button and moved to the lower right abdomen."
Appendicitis,i am suffering from sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,moved to the lower right abdomen. and sharp sudden pain that started around my belly button
Appendicitis,i have sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,symptoms include sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,lately i feel sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Appendicitis,"my main issues are pain in the lower right side of my stomach, getting worse if i cough. rebound tenderness."
Appendicitis,"i am experiencing pain in the lower right side of my stomach, getting worse if i cough. rebound tenderness."
Appendicitis,getting worse if i cough. rebound tenderness. and pain in the lower right side of my stomach
Appendicitis,pain in the lower right side of my stomach and getting worse if i cough. rebound tenderness.
Appendicitis,"pain in the lower right side of my stomach, getting worse if i hacking cough. rebound tenderness."
Appendicitis,"symptoms include pain in the lower right side of my stomach, getting worse if i cough. rebound tenderness."
Appendicitis,"i am suffering from pain in the lower right side of my stomach, getting worse if i cough. rebound tenderness."
Appendicitis,"pain in the lower right side of my stomach, getting worse if i persistent cough. rebound tenderness."
Appendicitis,"my main issues are nausea, fever, and acute pain in the right lower quadrant of my belly."
Appendicitis,"for the past few days, i have nausea, fever, and acute pain in the right lower quadrant of my belly."
Appendicitis,fever and nausea and acute pain in the right lower quadrant of my belly.
Appendicitis,"want to vomit, running a temperature, and acute pain in the right lower quadrant of my belly."
Appendicitis,nausea and fever and acute pain in the right lower quadrant of my belly.
Appendicitis,"i am suffering from nausea, fever, and acute pain in the right lower quadrant of my belly."
Appendicitis,"i have nausea, fever, and acute pain in the right lower quadrant of my belly."
Appendicitis,fever and acute pain in the right lower quadrant of my belly. and nausea
Appendicitis,"feeling sick, high temperature, and acute pain in the right lower quadrant of my belly."
Appendicitis,vomiting and lack of appetite. and severe abdominal pain on the right side
Appendicitis,vomiting and severe abdominal pain on the right side and lack of appetite.
Appendicitis,lack of appetite. and vomiting and severe abdominal pain on the right side
Appendicitis,lack of appetite. and severe abdominal pain on the right side and vomiting
Appendicitis,"i have severe abdominal pain on the right side, vomiting, and lack of appetite."
Appendicitis,severe abdominal pain on the right side and vomiting and lack of appetite.
Appendicitis,"i am suffering from severe abdominal pain on the right side, vomiting, and lack of appetite."
Appendicitis,"symptoms include severe abdominal pain on the right side, vomiting, and lack of appetite."
Vertigo,balance problems and spinning sensation dizziness nausea
Vertigo,i have spinning sensation dizziness nausea and balance problems
Vertigo,spinning sensation dizziness want to vomit and balance problems
Vertigo,spinning sensation dizziness feeling sick and balance problems
Vertigo,i am suffering from spinning sensation dizziness nausea and balance problems
Vertigo,"for the past few days, i have spinning sensation dizziness nausea and balance problems"
Vertigo,i am experiencing spinning sensation dizziness nausea and balance problems
Vertigo,symptoms include room feels like it is spinning with nausea and vomiting
Vertigo,vomiting and room feels like it is spinning with nausea
Vertigo,lately i feel room feels like it is spinning with nausea and vomiting
Vertigo,i have room feels like it is spinning with nausea and vomiting
Vertigo,i am experiencing room feels like it is spinning with nausea and vomiting
Vertigo,my main issues are room feels like it is spinning with nausea and vomiting
Vertigo,room feels like it is spinning with feeling sick and vomiting
Vertigo,sudden onset dizziness with difficulty standing and want to vomit
Vertigo,nausea and sudden onset dizziness with difficulty standing
Vertigo,i have sudden onset dizziness with difficulty standing and nausea
Vertigo,my main issues are sudden onset dizziness with difficulty standing and nausea
Vertigo,symptoms include sudden onset dizziness with difficulty standing and nausea
Vertigo,sudden onset dizziness with difficulty standing and feeling sick
Vertigo,i am experiencing i feel like everything is spinning around me and i feel sick
Vertigo,i have i feel like everything is spinning around me and i feel sick
Vertigo,"for the past few days, i have i feel like everything is spinning around me and i feel sick"
Vertigo,symptoms include i feel like everything is spinning around me and i feel sick
Vertigo,my main issues are i feel like everything is spinning around me and i feel sick
Vertigo,i feel sick and i feel like everything is spinning around me
Vertigo,"for the past few days, i have episodes of spinning sensation triggered by head movement"
Vertigo,i have episodes of spinning sensation triggered by head movement
Vertigo,lately i feel episodes of spinning sensation triggered by head movement
Vertigo,i am suffering from episodes of spinning sensation triggered by head movement
Vertigo,intense dizziness with ringing in ears and feeling sick
Vertigo,nausea and intense dizziness with ringing in ears
Vertigo,i am suffering from intense dizziness with ringing in ears and nausea
Vertigo,lately i feel intense dizziness with ringing in ears and nausea
Vertigo,i have intense dizziness with ringing in ears and nausea
Vertigo,i am experiencing intense dizziness with ringing in ears and nausea
Vertigo,intense dizziness with ringing in ears and want to vomit
Vertigo,lately i feel balance problems with sensation of movement when still
Vertigo,symptoms include balance problems with sensation of movement when still
Vertigo,"for the past few days, i have balance problems with sensation of movement when still"
Vertigo,i have balance problems with sensation of movement when still
Vertigo,my main issues are balance problems with sensation of movement when still
Vertigo,i am suffering from balance problems with sensation of movement when still
Vertigo,lately i feel feeling of spinning with sweating and unsteadiness
Vertigo,i am experiencing feeling of spinning with sweating and unsteadiness
Vertigo,unsteadiness and feeling of spinning with sweating
Vertigo,"for the past few days, i have feeling of spinning with sweating and unsteadiness"
Vertigo,my main issues are feeling of spinning with sweating and unsteadiness
Vertigo,my main issues are recurrent episodes of rotational dizziness with hearing changes
Vertigo,i am suffering from recurrent episodes of rotational dizziness with hearing changes
Vertigo,symptoms include recurrent episodes of rotational dizziness with hearing changes
Vertigo,i have recurrent episodes of rotational dizziness with hearing changes
Vertigo,lately i feel recurrent episodes of rotational dizziness with hearing changes
Vertigo,lately i feel sudden severe dizziness with vomiting and difficulty walking
Vertigo,my main issues are sudden severe dizziness with vomiting and difficulty walking
Vertigo,i am suffering from sudden severe dizziness with vomiting and difficulty walking
Vertigo,"for the past few days, i have sudden severe dizziness with vomiting and difficulty walking"
Vertigo,difficulty walking and sudden severe dizziness with vomiting
Vertigo,keeping my balance is impossible. and the room is spinning violently when i turn my head
Vertigo,"my main issues are the room is spinning violently when i turn my head, keeping my balance is impossible."
Vertigo,"i am experiencing the room is spinning violently when i turn my head, keeping my balance is impossible."
Vertigo,"for the past few days, i have the room is spinning violently when i turn my head, keeping my balance is impossible."
Vertigo,the room is spinning violently when i turn my head and keeping my balance is impossible.
Vertigo,"lately i feel the room is spinning violently when i turn my head, keeping my balance is impossible."
Vertigo,nauseous and like i am on a fast merry-go-round. and i feel incredibly dizzy
Vertigo,"i am suffering from i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,"lately i feel i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,nauseous and i feel incredibly dizzy and like i am on a fast merry-go-round.
Vertigo,"for the past few days, i have i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,"my main issues are i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,"i have i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Vertigo,i feel incredibly dizzy and like i am on a fast merry-go-round. and nauseous
Vertigo,"symptoms include sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,ringing in ears and vomiting from dizziness. and sudden spinning sensation
Vertigo,"my main issues are sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,ringing in ears and sudden spinning sensation and vomiting from dizziness.
Vertigo,"i am experiencing sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,"i have sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,"for the past few days, i have sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,sudden spinning sensation and vomiting from dizziness. and ringing in ears
Vertigo,"i am suffering from sudden spinning sensation, ringing in ears, and vomiting from dizziness."
Vertigo,"for the past few days, i have loss of balance and extreme spinning feeling when i sit up in bed."
